,DATE,Country,CO2_variation,Code
0,2020-01-01,Algeria,"0,0%",DZA
1,2020-02-01,Algeria,"0,0%",DZA
2,2020-03-01,Algeria,"0,0%",DZA
3,2020-04-01,Algeria,"0,0%",DZA
4,2020-05-01,Algeria,"0,0%",DZA
5,2020-06-01,Algeria,"0,0%",DZA
6,2020-07-01,Algeria,"0,0%",DZA
7,2020-08-01,Algeria,"0,0%",DZA
8,2020-09-01,Algeria,"0,0%",DZA
9,2020-10-01,Algeria,"0,0%",DZA
10,2020-11-01,Algeria,"0,0%",DZA
11,2020-12-01,Algeria,"0,0%",DZA
12,2020-01-13,Algeria,"0,0%",DZA
13,2020-01-14,Algeria,"0,0%",DZA
14,2020-01-15,Algeria,"0,0%",DZA
15,2020-01-16,Algeria,"0,0%",DZA
16,2020-01-17,Algeria,"0,0%",DZA
17,2020-01-18,Algeria,"0,0%",DZA
18,2020-01-19,Algeria,"0,0%",DZA
19,2020-01-20,Algeria,"0,0%",DZA
20,2020-01-21,Algeria,"0,0%",DZA
21,2020-01-22,Algeria,"0,0%",DZA
22,2020-01-23,Algeria,"0,0%",DZA
23,2020-01-24,Algeria,"0,0%",DZA
24,2020-01-25,Algeria,"0,0%",DZA
25,2020-01-26,Algeria,"0,0%",DZA
26,2020-01-27,Algeria,"0,0%",DZA
27,2020-01-28,Algeria,"0,0%",DZA
28,2020-01-29,Algeria,"0,0%",DZA
29,2020-01-30,Algeria,"0,0%",DZA
30,2020-01-31,Algeria,"0,0%",DZA
31,2020-01-02,Algeria,"0,0%",DZA
32,2020-02-02,Algeria,"0,0%",DZA
33,2020-03-02,Algeria,"0,0%",DZA
34,2020-04-02,Algeria,"0,0%",DZA
35,2020-05-02,Algeria,"0,0%",DZA
36,2020-06-02,Algeria,"0,0%",DZA
37,2020-07-02,Algeria,"0,0%",DZA
38,2020-08-02,Algeria,"0,0%",DZA
39,2020-09-02,Algeria,"0,0%",DZA
40,2020-10-02,Algeria,"0,0%",DZA
41,2020-11-02,Algeria,"0,0%",DZA
42,2020-12-02,Algeria,"0,0%",DZA
43,2020-02-13,Algeria,"0,0%",DZA
44,2020-02-14,Algeria,"0,0%",DZA
45,2020-02-15,Algeria,"0,0%",DZA
46,2020-02-16,Algeria,"0,0%",DZA
47,2020-02-17,Algeria,"0,0%",DZA
48,2020-02-18,Algeria,"0,0%",DZA
49,2020-02-19,Algeria,"0,0%",DZA
50,2020-02-20,Algeria,"0,0%",DZA
51,2020-02-21,Algeria,"0,0%",DZA
52,2020-02-22,Algeria,"0,0%",DZA
53,2020-02-23,Algeria,"0,0%",DZA
54,2020-02-24,Algeria,"0,0%",DZA
55,2020-02-25,Algeria,"0,0%",DZA
56,2020-02-26,Algeria,"0,0%",DZA
57,2020-02-27,Algeria,"0,0%",DZA
58,2020-02-28,Algeria,"0,0%",DZA
59,2020-02-29,Algeria,"0,0%",DZA
60,2020-01-03,Algeria,"0,0%",DZA
61,2020-02-03,Algeria,"0,0%",DZA
62,2020-03-03,Algeria,"0,0%",DZA
63,2020-04-03,Algeria,"0,0%",DZA
64,2020-05-03,Algeria,"0,0%",DZA
65,2020-06-03,Algeria,"0,0%",DZA
66,2020-07-03,Algeria,"0,0%",DZA
67,2020-08-03,Algeria,"0,0%",DZA
68,2020-09-03,Algeria,"0,0%",DZA
69,2020-10-03,Algeria,"0,0%",DZA
70,2020-11-03,Algeria,"0,0%",DZA
71,2020-12-03,Algeria,"0,0%",DZA
72,2020-03-13,Algeria,"0,0%",DZA
73,2020-03-14,Algeria,"-2,6%",DZA
74,2020-03-15,Algeria,"-5,2%",DZA
75,2020-03-16,Algeria,"-7,7%",DZA
76,2020-03-17,Algeria,"-10,3%",DZA
77,2020-03-18,Algeria,"-12,9%",DZA
78,2020-03-19,Algeria,"-15,5%",DZA
79,2020-03-20,Algeria,"-18,0%",DZA
80,2020-03-21,Algeria,"-18,0%",DZA
81,2020-03-22,Algeria,"-18,0%",DZA
82,2020-03-23,Algeria,"-18,0%",DZA
83,2020-03-24,Algeria,"-18,0%",DZA
84,2020-03-25,Algeria,"-18,0%",DZA
85,2020-03-26,Algeria,"-18,0%",DZA
86,2020-03-27,Algeria,"-18,0%",DZA
87,2020-03-28,Algeria,"-18,0%",DZA
88,2020-03-29,Algeria,"-18,0%",DZA
89,2020-03-30,Algeria,"-18,0%",DZA
90,2020-03-31,Algeria,"-18,0%",DZA
91,2020-01-04,Algeria,"-19,3%",DZA
92,2020-02-04,Algeria,"-20,6%",DZA
93,2020-03-04,Algeria,"-21,9%",DZA
94,2020-04-04,Algeria,"-23,2%",DZA
95,2020-05-04,Algeria,"-24,5%",DZA
96,2020-06-04,Algeria,"-25,8%",DZA
97,2020-07-04,Algeria,"-27,1%",DZA
98,2020-08-04,Algeria,"-27,1%",DZA
99,2020-09-04,Algeria,"-27,1%",DZA
100,2020-10-04,Algeria,"-27,1%",DZA
101,2020-11-04,Algeria,"-27,1%",DZA
102,2020-12-04,Algeria,"-27,1%",DZA
103,2020-04-13,Algeria,"-27,1%",DZA
104,2020-04-14,Algeria,"-27,1%",DZA
105,2020-04-15,Algeria,"-27,1%",DZA
106,2020-04-16,Algeria,"-27,1%",DZA
107,2020-04-17,Algeria,"-27,1%",DZA
108,2020-04-18,Algeria,"-27,1%",DZA
109,2020-04-19,Algeria,"-27,1%",DZA
110,2020-04-20,Algeria,"-27,1%",DZA
111,2020-04-21,Algeria,"-25,8%",DZA
112,2020-04-22,Algeria,"-24,5%",DZA
113,2020-04-23,Algeria,"-23,2%",DZA
114,2020-04-24,Algeria,"-21,9%",DZA
115,2020-04-25,Algeria,"-20,6%",DZA
116,2020-04-26,Algeria,"-19,3%",DZA
117,2020-04-27,Algeria,"-18,0%",DZA
118,2020-04-28,Algeria,"-18,0%",DZA
119,2020-04-29,Algeria,"-18,0%",DZA
120,2020-04-30,Algeria,"-18,0%",DZA
121,2020-01-05,Algeria,"-18,0%",DZA
122,2020-02-05,Algeria,"-18,0%",DZA
123,2020-03-05,Algeria,"-18,0%",DZA
124,2020-04-05,Algeria,"-18,0%",DZA
125,2020-05-05,Algeria,"-18,0%",DZA
126,2020-06-05,Algeria,"-18,0%",DZA
127,2020-07-05,Algeria,"-18,0%",DZA
128,2020-08-05,Algeria,"-18,0%",DZA
129,2020-09-05,Algeria,"-18,0%",DZA
130,2020-10-05,Algeria,"-18,0%",DZA
131,2020-11-05,Algeria,"-18,0%",DZA
132,2020-12-05,Algeria,"-18,0%",DZA
133,2020-05-13,Algeria,"-18,0%",DZA
134,2020-05-14,Algeria,"-18,0%",DZA
135,2020-05-15,Algeria,"-18,0%",DZA
136,2020-05-16,Algeria,"-18,0%",DZA
137,2020-05-17,Algeria,"-18,0%",DZA
138,2020-05-18,Algeria,"-18,0%",DZA
139,2020-05-19,Algeria,"-18,0%",DZA
140,2020-05-20,Algeria,"-18,0%",DZA
141,2020-05-21,Algeria,"-18,0%",DZA
142,2020-05-22,Algeria,"-18,0%",DZA
143,2020-05-23,Algeria,"-18,0%",DZA
144,2020-05-24,Algeria,"-18,0%",DZA
145,2020-05-25,Algeria,"-18,0%",DZA
146,2020-05-26,Algeria,"-16,2%",DZA
147,2020-05-27,Algeria,"-14,3%",DZA
148,2020-05-28,Algeria,"-12,5%",DZA
149,2020-05-29,Algeria,"-10,6%",DZA
150,2020-05-30,Algeria,"-8,8%",DZA
151,2020-05-31,Algeria,"-6,9%",DZA
152,2020-01-06,Algeria,"-5,1%",DZA
153,2020-02-06,Algeria,"-5,1%",DZA
154,2020-03-06,Algeria,"-5,1%",DZA
155,2020-04-06,Algeria,"-5,1%",DZA
156,2020-05-06,Algeria,"-5,1%",DZA
157,2020-06-06,Algeria,"-5,1%",DZA
158,2020-07-06,Algeria,"-5,1%",DZA
159,2020-08-06,Algeria,"-5,1%",DZA
160,2020-09-06,Algeria,"-5,1%",DZA
161,2020-10-06,Algeria,"-5,1%",DZA
162,2020-11-06,Algeria,"-5,1%",DZA
163,2020-01-01,Argentina,"0,0%",ARG
164,2020-02-01,Argentina,"0,0%",ARG
165,2020-03-01,Argentina,"0,0%",ARG
166,2020-04-01,Argentina,"0,0%",ARG
167,2020-05-01,Argentina,"0,0%",ARG
168,2020-06-01,Argentina,"0,0%",ARG
169,2020-07-01,Argentina,"0,0%",ARG
170,2020-08-01,Argentina,"0,0%",ARG
171,2020-09-01,Argentina,"0,0%",ARG
172,2020-10-01,Argentina,"0,0%",ARG
173,2020-11-01,Argentina,"0,0%",ARG
174,2020-12-01,Argentina,"0,0%",ARG
175,2020-01-13,Argentina,"0,0%",ARG
176,2020-01-14,Argentina,"0,0%",ARG
177,2020-01-15,Argentina,"0,0%",ARG
178,2020-01-16,Argentina,"0,0%",ARG
179,2020-01-17,Argentina,"0,0%",ARG
180,2020-01-18,Argentina,"0,0%",ARG
181,2020-01-19,Argentina,"0,0%",ARG
182,2020-01-20,Argentina,"0,0%",ARG
183,2020-01-21,Argentina,"0,0%",ARG
184,2020-01-22,Argentina,"0,0%",ARG
185,2020-01-23,Argentina,"0,0%",ARG
186,2020-01-24,Argentina,"0,0%",ARG
187,2020-01-25,Argentina,"0,0%",ARG
188,2020-01-26,Argentina,"0,0%",ARG
189,2020-01-27,Argentina,"0,0%",ARG
190,2020-01-28,Argentina,"0,0%",ARG
191,2020-01-29,Argentina,"0,0%",ARG
192,2020-01-30,Argentina,"0,0%",ARG
193,2020-01-31,Argentina,"0,0%",ARG
194,2020-01-02,Argentina,"0,0%",ARG
195,2020-02-02,Argentina,"0,0%",ARG
196,2020-03-02,Argentina,"0,0%",ARG
197,2020-04-02,Argentina,"0,0%",ARG
198,2020-05-02,Argentina,"0,0%",ARG
199,2020-06-02,Argentina,"0,0%",ARG
200,2020-07-02,Argentina,"0,0%",ARG
201,2020-08-02,Argentina,"0,0%",ARG
202,2020-09-02,Argentina,"0,0%",ARG
203,2020-10-02,Argentina,"0,0%",ARG
204,2020-11-02,Argentina,"0,0%",ARG
205,2020-12-02,Argentina,"0,0%",ARG
206,2020-02-13,Argentina,"0,0%",ARG
207,2020-02-14,Argentina,"0,0%",ARG
208,2020-02-15,Argentina,"0,0%",ARG
209,2020-02-16,Argentina,"0,0%",ARG
210,2020-02-17,Argentina,"0,0%",ARG
211,2020-02-18,Argentina,"0,0%",ARG
212,2020-02-19,Argentina,"0,0%",ARG
213,2020-02-20,Argentina,"0,0%",ARG
214,2020-02-21,Argentina,"0,0%",ARG
215,2020-02-22,Argentina,"0,0%",ARG
216,2020-02-23,Argentina,"0,0%",ARG
217,2020-02-24,Argentina,"0,0%",ARG
218,2020-02-25,Argentina,"0,0%",ARG
219,2020-02-26,Argentina,"0,0%",ARG
220,2020-02-27,Argentina,"0,0%",ARG
221,2020-02-28,Argentina,"0,0%",ARG
222,2020-02-29,Argentina,"0,0%",ARG
223,2020-01-03,Argentina,"0,0%",ARG
224,2020-02-03,Argentina,"0,0%",ARG
225,2020-03-03,Argentina,"0,0%",ARG
226,2020-04-03,Argentina,"0,0%",ARG
227,2020-05-03,Argentina,"0,0%",ARG
228,2020-06-03,Argentina,"0,0%",ARG
229,2020-07-03,Argentina,"0,0%",ARG
230,2020-08-03,Argentina,"0,0%",ARG
231,2020-09-03,Argentina,"0,0%",ARG
232,2020-10-03,Argentina,"0,0%",ARG
233,2020-11-03,Argentina,"0,0%",ARG
234,2020-12-03,Argentina,"0,0%",ARG
235,2020-03-13,Argentina,"-2,5%",ARG
236,2020-03-14,Argentina,"-5,1%",ARG
237,2020-03-15,Argentina,"-7,6%",ARG
238,2020-03-16,Argentina,"-10,1%",ARG
239,2020-03-17,Argentina,"-14,0%",ARG
240,2020-03-18,Argentina,"-17,9%",ARG
241,2020-03-19,Argentina,"-21,8%",ARG
242,2020-03-20,Argentina,"-23,2%",ARG
243,2020-03-21,Argentina,"-24,6%",ARG
244,2020-03-22,Argentina,"-25,9%",ARG
245,2020-03-23,Argentina,"-27,3%",ARG
246,2020-03-24,Argentina,"-27,3%",ARG
247,2020-03-25,Argentina,"-27,3%",ARG
248,2020-03-26,Argentina,"-27,3%",ARG
249,2020-03-27,Argentina,"-27,3%",ARG
250,2020-03-28,Argentina,"-27,3%",ARG
251,2020-03-29,Argentina,"-27,3%",ARG
252,2020-03-30,Argentina,"-27,3%",ARG
253,2020-03-31,Argentina,"-27,3%",ARG
254,2020-01-04,Argentina,"-27,3%",ARG
255,2020-02-04,Argentina,"-27,3%",ARG
256,2020-03-04,Argentina,"-27,3%",ARG
257,2020-04-04,Argentina,"-27,3%",ARG
258,2020-05-04,Argentina,"-27,3%",ARG
259,2020-06-04,Argentina,"-27,3%",ARG
260,2020-07-04,Argentina,"-27,3%",ARG
261,2020-08-04,Argentina,"-27,3%",ARG
262,2020-09-04,Argentina,"-27,3%",ARG
263,2020-10-04,Argentina,"-27,3%",ARG
264,2020-11-04,Argentina,"-27,3%",ARG
265,2020-12-04,Argentina,"-27,3%",ARG
266,2020-04-13,Argentina,"-27,3%",ARG
267,2020-04-14,Argentina,"-27,3%",ARG
268,2020-04-15,Argentina,"-27,3%",ARG
269,2020-04-16,Argentina,"-27,3%",ARG
270,2020-04-17,Argentina,"-27,3%",ARG
271,2020-04-18,Argentina,"-27,3%",ARG
272,2020-04-19,Argentina,"-27,3%",ARG
273,2020-04-20,Argentina,"-27,3%",ARG
274,2020-04-21,Argentina,"-27,3%",ARG
275,2020-04-22,Argentina,"-27,3%",ARG
276,2020-04-23,Argentina,"-27,3%",ARG
277,2020-04-24,Argentina,"-27,3%",ARG
278,2020-04-25,Argentina,"-27,3%",ARG
279,2020-04-26,Argentina,"-27,3%",ARG
280,2020-04-27,Argentina,"-27,3%",ARG
281,2020-04-28,Argentina,"-27,3%",ARG
282,2020-04-29,Argentina,"-27,3%",ARG
283,2020-04-30,Argentina,"-27,3%",ARG
284,2020-01-05,Argentina,"-27,3%",ARG
285,2020-02-05,Argentina,"-27,3%",ARG
286,2020-03-05,Argentina,"-27,3%",ARG
287,2020-04-05,Argentina,"-27,3%",ARG
288,2020-05-05,Argentina,"-27,3%",ARG
289,2020-06-05,Argentina,"-27,3%",ARG
290,2020-07-05,Argentina,"-27,3%",ARG
291,2020-08-05,Argentina,"-27,3%",ARG
292,2020-09-05,Argentina,"-27,3%",ARG
293,2020-10-05,Argentina,"-27,3%",ARG
294,2020-11-05,Argentina,"-27,3%",ARG
295,2020-12-05,Argentina,"-27,3%",ARG
296,2020-05-13,Argentina,"-27,3%",ARG
297,2020-05-14,Argentina,"-27,3%",ARG
298,2020-05-15,Argentina,"-27,3%",ARG
299,2020-05-16,Argentina,"-27,3%",ARG
300,2020-05-17,Argentina,"-27,3%",ARG
301,2020-05-18,Argentina,"-27,3%",ARG
302,2020-05-19,Argentina,"-27,3%",ARG
303,2020-05-20,Argentina,"-27,3%",ARG
304,2020-05-21,Argentina,"-27,3%",ARG
305,2020-05-22,Argentina,"-27,3%",ARG
306,2020-05-23,Argentina,"-27,3%",ARG
307,2020-05-24,Argentina,"-27,3%",ARG
308,2020-05-25,Argentina,"-27,3%",ARG
309,2020-05-26,Argentina,"-27,3%",ARG
310,2020-05-27,Argentina,"-27,3%",ARG
311,2020-05-28,Argentina,"-27,3%",ARG
312,2020-05-29,Argentina,"-27,3%",ARG
313,2020-05-30,Argentina,"-27,3%",ARG
314,2020-05-31,Argentina,"-27,3%",ARG
315,2020-01-06,Argentina,"-27,3%",ARG
316,2020-02-06,Argentina,"-27,3%",ARG
317,2020-03-06,Argentina,"-27,3%",ARG
318,2020-04-06,Argentina,"-25,9%",ARG
319,2020-05-06,Argentina,"-24,6%",ARG
320,2020-06-06,Argentina,"-23,2%",ARG
321,2020-07-06,Argentina,"-21,8%",ARG
322,2020-08-06,Argentina,"-20,4%",ARG
323,2020-09-06,Argentina,"-19,1%",ARG
324,2020-10-06,Argentina,"-17,7%",ARG
325,2020-11-06,Argentina,"-17,7%",ARG
326,2020-01-01,Australia,"0,0%",AUS
327,2020-02-01,Australia,"0,0%",AUS
328,2020-03-01,Australia,"0,0%",AUS
329,2020-04-01,Australia,"0,0%",AUS
330,2020-05-01,Australia,"0,0%",AUS
331,2020-06-01,Australia,"0,0%",AUS
332,2020-07-01,Australia,"0,0%",AUS
333,2020-08-01,Australia,"0,0%",AUS
334,2020-09-01,Australia,"0,0%",AUS
335,2020-10-01,Australia,"0,0%",AUS
336,2020-11-01,Australia,"0,0%",AUS
337,2020-12-01,Australia,"0,0%",AUS
338,2020-01-13,Australia,"0,0%",AUS
339,2020-01-14,Australia,"0,0%",AUS
340,2020-01-15,Australia,"0,0%",AUS
341,2020-01-16,Australia,"0,0%",AUS
342,2020-01-17,Australia,"0,0%",AUS
343,2020-01-18,Australia,"0,0%",AUS
344,2020-01-19,Australia,"0,0%",AUS
345,2020-01-20,Australia,"0,0%",AUS
346,2020-01-21,Australia,"0,0%",AUS
347,2020-01-22,Australia,"0,0%",AUS
348,2020-01-23,Australia,"0,0%",AUS
349,2020-01-24,Australia,"0,0%",AUS
350,2020-01-25,Australia,"0,0%",AUS
351,2020-01-26,Australia,"0,0%",AUS
352,2020-01-27,Australia,"0,0%",AUS
353,2020-01-28,Australia,"0,0%",AUS
354,2020-01-29,Australia,"-0,7%",AUS
355,2020-01-30,Australia,"-1,3%",AUS
356,2020-01-31,Australia,"-2,0%",AUS
357,2020-01-02,Australia,"-2,6%",AUS
358,2020-02-02,Australia,"-3,3%",AUS
359,2020-03-02,Australia,"-3,9%",AUS
360,2020-04-02,Australia,"-4,6%",AUS
361,2020-05-02,Australia,"-4,6%",AUS
362,2020-06-02,Australia,"-4,6%",AUS
363,2020-07-02,Australia,"-4,6%",AUS
364,2020-08-02,Australia,"-4,6%",AUS
365,2020-09-02,Australia,"-4,6%",AUS
366,2020-10-02,Australia,"-4,6%",AUS
367,2020-11-02,Australia,"-4,6%",AUS
368,2020-12-02,Australia,"-4,6%",AUS
369,2020-02-13,Australia,"-4,6%",AUS
370,2020-02-14,Australia,"-4,6%",AUS
371,2020-02-15,Australia,"-4,6%",AUS
372,2020-02-16,Australia,"-4,6%",AUS
373,2020-02-17,Australia,"-4,6%",AUS
374,2020-02-18,Australia,"-4,6%",AUS
375,2020-02-19,Australia,"-4,6%",AUS
376,2020-02-20,Australia,"-4,6%",AUS
377,2020-02-21,Australia,"-4,6%",AUS
378,2020-02-22,Australia,"-4,6%",AUS
379,2020-02-23,Australia,"-4,6%",AUS
380,2020-02-24,Australia,"-4,6%",AUS
381,2020-02-25,Australia,"-4,6%",AUS
382,2020-02-26,Australia,"-4,6%",AUS
383,2020-02-27,Australia,"-4,6%",AUS
384,2020-02-28,Australia,"-4,6%",AUS
385,2020-02-29,Australia,"-4,6%",AUS
386,2020-01-03,Australia,"-4,6%",AUS
387,2020-02-03,Australia,"-4,6%",AUS
388,2020-03-03,Australia,"-4,6%",AUS
389,2020-04-03,Australia,"-4,6%",AUS
390,2020-05-03,Australia,"-4,6%",AUS
391,2020-06-03,Australia,"-4,6%",AUS
392,2020-07-03,Australia,"-4,6%",AUS
393,2020-08-03,Australia,"-4,6%",AUS
394,2020-09-03,Australia,"-4,6%",AUS
395,2020-10-03,Australia,"-4,6%",AUS
396,2020-11-03,Australia,"-4,6%",AUS
397,2020-12-03,Australia,"-4,6%",AUS
398,2020-03-13,Australia,"-4,6%",AUS
399,2020-03-14,Australia,"-4,6%",AUS
400,2020-03-15,Australia,"-4,6%",AUS
401,2020-03-16,Australia,"-4,6%",AUS
402,2020-03-17,Australia,"-4,6%",AUS
403,2020-03-18,Australia,"-4,6%",AUS
404,2020-03-19,Australia,"-6,5%",AUS
405,2020-03-20,Australia,"-8,5%",AUS
406,2020-03-21,Australia,"-10,4%",AUS
407,2020-03-22,Australia,"-12,4%",AUS
408,2020-03-23,Australia,"-15,8%",AUS
409,2020-03-24,Australia,"-19,1%",AUS
410,2020-03-25,Australia,"-22,5%",AUS
411,2020-03-26,Australia,"-24,0%",AUS
412,2020-03-27,Australia,"-25,4%",AUS
413,2020-03-28,Australia,"-26,8%",AUS
414,2020-03-29,Australia,"-28,3%",AUS
415,2020-03-30,Australia,"-28,3%",AUS
416,2020-03-31,Australia,"-28,3%",AUS
417,2020-01-04,Australia,"-28,3%",AUS
418,2020-02-04,Australia,"-28,3%",AUS
419,2020-03-04,Australia,"-28,3%",AUS
420,2020-04-04,Australia,"-28,3%",AUS
421,2020-05-04,Australia,"-28,3%",AUS
422,2020-06-04,Australia,"-28,3%",AUS
423,2020-07-04,Australia,"-28,3%",AUS
424,2020-08-04,Australia,"-28,3%",AUS
425,2020-09-04,Australia,"-28,3%",AUS
426,2020-10-04,Australia,"-28,3%",AUS
427,2020-11-04,Australia,"-28,3%",AUS
428,2020-12-04,Australia,"-28,3%",AUS
429,2020-04-13,Australia,"-28,3%",AUS
430,2020-04-14,Australia,"-28,3%",AUS
431,2020-04-15,Australia,"-28,3%",AUS
432,2020-04-16,Australia,"-28,3%",AUS
433,2020-04-17,Australia,"-28,3%",AUS
434,2020-04-18,Australia,"-28,3%",AUS
435,2020-04-19,Australia,"-28,3%",AUS
436,2020-04-20,Australia,"-28,3%",AUS
437,2020-04-21,Australia,"-28,3%",AUS
438,2020-04-22,Australia,"-28,3%",AUS
439,2020-04-23,Australia,"-28,3%",AUS
440,2020-04-24,Australia,"-26,8%",AUS
441,2020-04-25,Australia,"-25,4%",AUS
442,2020-04-26,Australia,"-24,0%",AUS
443,2020-04-27,Australia,"-22,5%",AUS
444,2020-04-28,Australia,"-21,1%",AUS
445,2020-04-29,Australia,"-19,6%",AUS
446,2020-04-30,Australia,"-18,2%",AUS
447,2020-01-05,Australia,"-18,2%",AUS
448,2020-02-05,Australia,"-18,2%",AUS
449,2020-03-05,Australia,"-18,2%",AUS
450,2020-04-05,Australia,"-18,2%",AUS
451,2020-05-05,Australia,"-18,2%",AUS
452,2020-06-05,Australia,"-18,2%",AUS
453,2020-07-05,Australia,"-18,2%",AUS
454,2020-08-05,Australia,"-18,2%",AUS
455,2020-09-05,Australia,"-18,2%",AUS
456,2020-10-05,Australia,"-16,3%",AUS
457,2020-11-05,Australia,"-14,3%",AUS
458,2020-12-05,Australia,"-12,4%",AUS
459,2020-05-13,Australia,"-10,4%",AUS
460,2020-05-14,Australia,"-8,5%",AUS
461,2020-05-15,Australia,"-6,5%",AUS
462,2020-05-16,Australia,"-4,6%",AUS
463,2020-05-17,Australia,"-4,6%",AUS
464,2020-05-18,Australia,"-4,6%",AUS
465,2020-05-19,Australia,"-4,6%",AUS
466,2020-05-20,Australia,"-4,6%",AUS
467,2020-05-21,Australia,"-4,6%",AUS
468,2020-05-22,Australia,"-4,6%",AUS
469,2020-05-23,Australia,"-4,6%",AUS
470,2020-05-24,Australia,"-4,6%",AUS
471,2020-05-25,Australia,"-4,6%",AUS
472,2020-05-26,Australia,"-4,6%",AUS
473,2020-05-27,Australia,"-4,6%",AUS
474,2020-05-28,Australia,"-4,6%",AUS
475,2020-05-29,Australia,"-4,6%",AUS
476,2020-05-30,Australia,"-4,6%",AUS
477,2020-05-31,Australia,"-4,6%",AUS
478,2020-01-06,Australia,"-4,6%",AUS
479,2020-02-06,Australia,"-4,6%",AUS
480,2020-03-06,Australia,"-4,6%",AUS
481,2020-04-06,Australia,"-4,6%",AUS
482,2020-05-06,Australia,"-4,6%",AUS
483,2020-06-06,Australia,"-4,6%",AUS
484,2020-07-06,Australia,"-4,6%",AUS
485,2020-08-06,Australia,"-4,6%",AUS
486,2020-09-06,Australia,"-4,6%",AUS
487,2020-10-06,Australia,"-4,6%",AUS
488,2020-11-06,Australia,"-4,6%",AUS
489,2020-01-01,Austria,"0,0%",AUT
490,2020-02-01,Austria,"0,0%",AUT
491,2020-03-01,Austria,"0,0%",AUT
492,2020-04-01,Austria,"0,0%",AUT
493,2020-05-01,Austria,"0,0%",AUT
494,2020-06-01,Austria,"0,0%",AUT
495,2020-07-01,Austria,"0,0%",AUT
496,2020-08-01,Austria,"0,0%",AUT
497,2020-09-01,Austria,"0,0%",AUT
498,2020-10-01,Austria,"0,0%",AUT
499,2020-11-01,Austria,"0,0%",AUT
500,2020-12-01,Austria,"0,0%",AUT
501,2020-01-13,Austria,"0,0%",AUT
502,2020-01-14,Austria,"0,0%",AUT
503,2020-01-15,Austria,"0,0%",AUT
504,2020-01-16,Austria,"0,0%",AUT
505,2020-01-17,Austria,"0,0%",AUT
506,2020-01-18,Austria,"0,0%",AUT
507,2020-01-19,Austria,"0,0%",AUT
508,2020-01-20,Austria,"0,0%",AUT
509,2020-01-21,Austria,"0,0%",AUT
510,2020-01-22,Austria,"0,0%",AUT
511,2020-01-23,Austria,"0,0%",AUT
512,2020-01-24,Austria,"0,0%",AUT
513,2020-01-25,Austria,"0,0%",AUT
514,2020-01-26,Austria,"0,0%",AUT
515,2020-01-27,Austria,"0,0%",AUT
516,2020-01-28,Austria,"0,0%",AUT
517,2020-01-29,Austria,"0,0%",AUT
518,2020-01-30,Austria,"0,0%",AUT
519,2020-01-31,Austria,"0,0%",AUT
520,2020-01-02,Austria,"0,0%",AUT
521,2020-02-02,Austria,"0,0%",AUT
522,2020-03-02,Austria,"0,0%",AUT
523,2020-04-02,Austria,"0,0%",AUT
524,2020-05-02,Austria,"0,0%",AUT
525,2020-06-02,Austria,"0,0%",AUT
526,2020-07-02,Austria,"0,0%",AUT
527,2020-08-02,Austria,"0,0%",AUT
528,2020-09-02,Austria,"0,0%",AUT
529,2020-10-02,Austria,"0,0%",AUT
530,2020-11-02,Austria,"0,0%",AUT
531,2020-12-02,Austria,"0,0%",AUT
532,2020-02-13,Austria,"0,0%",AUT
533,2020-02-14,Austria,"0,0%",AUT
534,2020-02-15,Austria,"0,0%",AUT
535,2020-02-16,Austria,"0,0%",AUT
536,2020-02-17,Austria,"0,0%",AUT
537,2020-02-18,Austria,"0,0%",AUT
538,2020-02-19,Austria,"0,0%",AUT
539,2020-02-20,Austria,"0,0%",AUT
540,2020-02-21,Austria,"0,0%",AUT
541,2020-02-22,Austria,"0,0%",AUT
542,2020-02-23,Austria,"0,0%",AUT
543,2020-02-24,Austria,"0,0%",AUT
544,2020-02-25,Austria,"0,0%",AUT
545,2020-02-26,Austria,"0,0%",AUT
546,2020-02-27,Austria,"0,0%",AUT
547,2020-02-28,Austria,"0,0%",AUT
548,2020-02-29,Austria,"0,0%",AUT
549,2020-01-03,Austria,"0,0%",AUT
550,2020-02-03,Austria,"0,0%",AUT
551,2020-03-03,Austria,"0,0%",AUT
552,2020-04-03,Austria,"0,0%",AUT
553,2020-05-03,Austria,"0,0%",AUT
554,2020-06-03,Austria,"0,0%",AUT
555,2020-07-03,Austria,"0,0%",AUT
556,2020-08-03,Austria,"0,0%",AUT
557,2020-09-03,Austria,"0,0%",AUT
558,2020-10-03,Austria,"0,0%",AUT
559,2020-11-03,Austria,"0,0%",AUT
560,2020-12-03,Austria,"-3,1%",AUT
561,2020-03-13,Austria,"-7,6%",AUT
562,2020-03-14,Austria,"-12,1%",AUT
563,2020-03-15,Austria,"-16,7%",AUT
564,2020-03-16,Austria,"-21,2%",AUT
565,2020-03-17,Austria,"-25,7%",AUT
566,2020-03-18,Austria,"-30,2%",AUT
567,2020-03-19,Austria,"-31,7%",AUT
568,2020-03-20,Austria,"-31,7%",AUT
569,2020-03-21,Austria,"-31,7%",AUT
570,2020-03-22,Austria,"-31,7%",AUT
571,2020-03-23,Austria,"-31,7%",AUT
572,2020-03-24,Austria,"-31,7%",AUT
573,2020-03-25,Austria,"-31,7%",AUT
574,2020-03-26,Austria,"-31,7%",AUT
575,2020-03-27,Austria,"-31,7%",AUT
576,2020-03-28,Austria,"-31,7%",AUT
577,2020-03-29,Austria,"-31,7%",AUT
578,2020-03-30,Austria,"-31,7%",AUT
