,DATE,Country,CO2_variation,Code
8484,2020-09-01,Russian Federation,"0,0%",RUS
8485,2020-10-01,Russian Federation,"0,0%",RUS
8486,2020-11-01,Russian Federation,"0,0%",RUS
8487,2020-12-01,Russian Federation,"0,0%",RUS
8488,2020-01-13,Russian Federation,"0,0%",RUS
8489,2020-01-14,Russian Federation,"0,0%",RUS
8490,2020-01-15,Russian Federation,"0,0%",RUS
8491,2020-01-16,Russian Federation,"0,0%",RUS
8492,2020-01-17,Russian Federation,"0,0%",RUS
8493,2020-01-18,Russian Federation,"0,0%",RUS
8494,2020-01-19,Russian Federation,"0,0%",RUS
8495,2020-01-20,Russian Federation,"0,0%",RUS
8496,2020-01-21,Russian Federation,"0,0%",RUS
8497,2020-01-22,Russian Federation,"0,0%",RUS
8498,2020-01-23,Russian Federation,"0,0%",RUS
8499,2020-01-24,Russian Federation,"0,0%",RUS
8500,2020-01-25,Russian Federation,"0,0%",RUS
8501,2020-01-26,Russian Federation,"0,0%",RUS
8502,2020-01-27,Russian Federation,"0,0%",RUS
8503,2020-01-28,Russian Federation,"0,0%",RUS
8504,2020-01-29,Russian Federation,"0,0%",RUS
8505,2020-01-30,Russian Federation,"0,0%",RUS
8506,2020-01-31,Russian Federation,"-0,6%",RUS
8507,2020-01-02,Russian Federation,"-1,2%",RUS
8508,2020-02-02,Russian Federation,"-1,8%",RUS
8509,2020-03-02,Russian Federation,"-2,4%",RUS
8510,2020-04-02,Russian Federation,"-3,0%",RUS
8511,2020-05-02,Russian Federation,"-3,5%",RUS
8512,2020-06-02,Russian Federation,"-4,1%",RUS
8513,2020-07-02,Russian Federation,"-4,1%",RUS
8514,2020-08-02,Russian Federation,"-4,1%",RUS
8515,2020-09-02,Russian Federation,"-4,1%",RUS
8516,2020-10-02,Russian Federation,"-4,1%",RUS
8517,2020-11-02,Russian Federation,"-4,1%",RUS
8518,2020-12-02,Russian Federation,"-4,1%",RUS
8519,2020-02-13,Russian Federation,"-4,1%",RUS
8520,2020-02-14,Russian Federation,"-4,1%",RUS
8521,2020-02-15,Russian Federation,"-4,1%",RUS
8522,2020-02-16,Russian Federation,"-4,1%",RUS
8523,2020-02-17,Russian Federation,"-4,1%",RUS
8524,2020-02-18,Russian Federation,"-4,1%",RUS
8525,2020-02-19,Russian Federation,"-4,1%",RUS
8526,2020-02-20,Russian Federation,"-4,1%",RUS
8527,2020-02-21,Russian Federation,"-4,1%",RUS
8528,2020-02-22,Russian Federation,"-4,1%",RUS
8529,2020-02-23,Russian Federation,"-4,1%",RUS
8530,2020-02-24,Russian Federation,"-4,1%",RUS
8531,2020-02-25,Russian Federation,"-4,1%",RUS
8532,2020-02-26,Russian Federation,"-4,1%",RUS
8533,2020-02-27,Russian Federation,"-4,1%",RUS
8534,2020-02-28,Russian Federation,"-4,1%",RUS
8535,2020-02-29,Russian Federation,"-4,1%",RUS
8536,2020-01-03,Russian Federation,"-4,1%",RUS
8537,2020-02-03,Russian Federation,"-4,1%",RUS
8538,2020-03-03,Russian Federation,"-4,1%",RUS
8539,2020-04-03,Russian Federation,"-4,1%",RUS
8540,2020-05-03,Russian Federation,"-4,1%",RUS
8541,2020-06-03,Russian Federation,"-4,1%",RUS
8542,2020-07-03,Russian Federation,"-4,1%",RUS
8543,2020-08-03,Russian Federation,"-4,1%",RUS
8544,2020-09-03,Russian Federation,"-4,1%",RUS
8545,2020-10-03,Russian Federation,"-4,1%",RUS
8546,2020-11-03,Russian Federation,"-4,1%",RUS
8547,2020-12-03,Russian Federation,"-4,1%",RUS
8548,2020-03-13,Russian Federation,"-4,1%",RUS
8549,2020-03-14,Russian Federation,"-4,1%",RUS
8550,2020-03-15,Russian Federation,"-4,1%",RUS
8551,2020-03-16,Russian Federation,"-5,4%",RUS
8552,2020-03-17,Russian Federation,"-6,8%",RUS
8553,2020-03-18,Russian Federation,"-8,1%",RUS
8554,2020-03-19,Russian Federation,"-9,4%",RUS
8555,2020-03-20,Russian Federation,"-10,7%",RUS
8556,2020-03-21,Russian Federation,"-12,0%",RUS
8557,2020-03-22,Russian Federation,"-13,3%",RUS
8558,2020-03-23,Russian Federation,"-13,3%",RUS
8559,2020-03-24,Russian Federation,"-13,3%",RUS
8560,2020-03-25,Russian Federation,"-14,7%",RUS
8561,2020-03-26,Russian Federation,"-16,1%",RUS
8562,2020-03-27,Russian Federation,"-17,5%",RUS
8563,2020-03-28,Russian Federation,"-18,9%",RUS
8564,2020-03-29,Russian Federation,"-20,4%",RUS
8565,2020-03-30,Russian Federation,"-21,8%",RUS
8566,2020-03-31,Russian Federation,"-23,2%",RUS
8567,2020-01-04,Russian Federation,"-23,2%",RUS
8568,2020-02-04,Russian Federation,"-23,2%",RUS
8569,2020-03-04,Russian Federation,"-23,2%",RUS
8570,2020-04-04,Russian Federation,"-23,2%",RUS
8571,2020-05-04,Russian Federation,"-23,2%",RUS
8572,2020-06-04,Russian Federation,"-23,2%",RUS
8573,2020-07-04,Russian Federation,"-23,2%",RUS
8574,2020-08-04,Russian Federation,"-23,2%",RUS
8575,2020-09-04,Russian Federation,"-23,2%",RUS
8576,2020-10-04,Russian Federation,"-23,2%",RUS
8577,2020-11-04,Russian Federation,"-23,2%",RUS
8578,2020-12-04,Russian Federation,"-23,2%",RUS
8579,2020-04-13,Russian Federation,"-23,2%",RUS
8580,2020-04-14,Russian Federation,"-23,2%",RUS
8581,2020-04-15,Russian Federation,"-23,2%",RUS
8582,2020-04-16,Russian Federation,"-23,2%",RUS
8583,2020-04-17,Russian Federation,"-23,2%",RUS
8584,2020-04-18,Russian Federation,"-23,2%",RUS
8585,2020-04-19,Russian Federation,"-23,2%",RUS
8586,2020-04-20,Russian Federation,"-23,2%",RUS
8587,2020-04-21,Russian Federation,"-23,2%",RUS
8588,2020-04-22,Russian Federation,"-23,2%",RUS
8589,2020-04-23,Russian Federation,"-23,2%",RUS
8590,2020-04-24,Russian Federation,"-23,2%",RUS
8591,2020-04-25,Russian Federation,"-23,2%",RUS
8592,2020-04-26,Russian Federation,"-23,2%",RUS
8593,2020-04-27,Russian Federation,"-23,2%",RUS
8594,2020-04-28,Russian Federation,"-23,2%",RUS
8595,2020-04-29,Russian Federation,"-23,2%",RUS
8596,2020-04-30,Russian Federation,"-23,2%",RUS
8597,2020-01-05,Russian Federation,"-23,2%",RUS
8598,2020-02-05,Russian Federation,"-23,2%",RUS
8599,2020-03-05,Russian Federation,"-23,2%",RUS
8600,2020-04-05,Russian Federation,"-23,2%",RUS
8601,2020-05-05,Russian Federation,"-23,2%",RUS
8602,2020-06-05,Russian Federation,"-23,2%",RUS
8603,2020-07-05,Russian Federation,"-23,2%",RUS
8604,2020-08-05,Russian Federation,"-23,2%",RUS
8605,2020-09-05,Russian Federation,"-21,8%",RUS
8606,2020-10-05,Russian Federation,"-20,4%",RUS
8607,2020-11-05,Russian Federation,"-18,9%",RUS
8608,2020-12-05,Russian Federation,"-17,5%",RUS
8609,2020-05-13,Russian Federation,"-16,1%",RUS
8610,2020-05-14,Russian Federation,"-14,7%",RUS
8611,2020-05-15,Russian Federation,"-13,3%",RUS
8612,2020-05-16,Russian Federation,"-13,3%",RUS
8613,2020-05-17,Russian Federation,"-13,3%",RUS
8614,2020-05-18,Russian Federation,"-13,3%",RUS
8615,2020-05-19,Russian Federation,"-13,3%",RUS
8616,2020-05-20,Russian Federation,"-13,3%",RUS
8617,2020-05-21,Russian Federation,"-13,3%",RUS
8618,2020-05-22,Russian Federation,"-13,3%",RUS
8619,2020-05-23,Russian Federation,"-13,3%",RUS
8620,2020-05-24,Russian Federation,"-13,3%",RUS
8621,2020-05-25,Russian Federation,"-13,3%",RUS
8622,2020-05-26,Russian Federation,"-13,3%",RUS
8623,2020-05-27,Russian Federation,"-13,3%",RUS
8624,2020-05-28,Russian Federation,"-13,3%",RUS
8625,2020-05-29,Russian Federation,"-12,0%",RUS
8626,2020-05-30,Russian Federation,"-10,7%",RUS
8627,2020-05-31,Russian Federation,"-9,4%",RUS
8628,2020-01-06,Russian Federation,"-8,1%",RUS
8629,2020-02-06,Russian Federation,"-6,8%",RUS
8630,2020-03-06,Russian Federation,"-5,4%",RUS
8631,2020-04-06,Russian Federation,"-4,1%",RUS
8632,2020-05-06,Russian Federation,"-4,1%",RUS
8633,2020-06-06,Russian Federation,"-4,1%",RUS
8634,2020-07-06,Russian Federation,"-4,1%",RUS
8635,2020-08-06,Russian Federation,"-4,1%",RUS
8636,2020-09-06,Russian Federation,"-4,1%",RUS
8637,2020-10-06,Russian Federation,"-4,1%",RUS
8638,2020-11-06,Russian Federation,"-4,1%",RUS
8639,2020-01-01,Saudi Arabia,"0,0%",SAU
8640,2020-02-01,Saudi Arabia,"0,0%",SAU
8641,2020-03-01,Saudi Arabia,"0,0%",SAU
8642,2020-04-01,Saudi Arabia,"0,0%",SAU
8643,2020-05-01,Saudi Arabia,"0,0%",SAU
8644,2020-06-01,Saudi Arabia,"0,0%",SAU
8645,2020-07-01,Saudi Arabia,"0,0%",SAU
8646,2020-08-01,Saudi Arabia,"0,0%",SAU
8647,2020-09-01,Saudi Arabia,"0,0%",SAU
8648,2020-10-01,Saudi Arabia,"0,0%",SAU
8649,2020-11-01,Saudi Arabia,"0,0%",SAU
8650,2020-12-01,Saudi Arabia,"0,0%",SAU
8651,2020-01-13,Saudi Arabia,"0,0%",SAU
8652,2020-01-14,Saudi Arabia,"0,0%",SAU
8653,2020-01-15,Saudi Arabia,"0,0%",SAU
8654,2020-01-16,Saudi Arabia,"0,0%",SAU
8655,2020-01-17,Saudi Arabia,"0,0%",SAU
8656,2020-01-18,Saudi Arabia,"0,0%",SAU
8657,2020-01-19,Saudi Arabia,"0,0%",SAU
8658,2020-01-20,Saudi Arabia,"0,0%",SAU
8659,2020-01-21,Saudi Arabia,"0,0%",SAU
8660,2020-01-22,Saudi Arabia,"0,0%",SAU
8661,2020-01-23,Saudi Arabia,"0,0%",SAU
8662,2020-01-24,Saudi Arabia,"0,0%",SAU
8663,2020-01-25,Saudi Arabia,"0,0%",SAU
8664,2020-01-26,Saudi Arabia,"0,0%",SAU
8665,2020-01-27,Saudi Arabia,"0,0%",SAU
8666,2020-01-28,Saudi Arabia,"0,0%",SAU
8667,2020-01-29,Saudi Arabia,"0,0%",SAU
8668,2020-01-30,Saudi Arabia,"0,0%",SAU
8669,2020-01-31,Saudi Arabia,"0,0%",SAU
8670,2020-01-02,Saudi Arabia,"0,0%",SAU
8671,2020-02-02,Saudi Arabia,"0,0%",SAU
8672,2020-03-02,Saudi Arabia,"0,0%",SAU
8673,2020-04-02,Saudi Arabia,"0,0%",SAU
8674,2020-05-02,Saudi Arabia,"0,0%",SAU
8675,2020-06-02,Saudi Arabia,"0,0%",SAU
8676,2020-07-02,Saudi Arabia,"0,0%",SAU
8677,2020-08-02,Saudi Arabia,"0,0%",SAU
8678,2020-09-02,Saudi Arabia,"0,0%",SAU
8679,2020-10-02,Saudi Arabia,"0,0%",SAU
8680,2020-11-02,Saudi Arabia,"0,0%",SAU
8681,2020-12-02,Saudi Arabia,"0,0%",SAU
8682,2020-02-13,Saudi Arabia,"0,0%",SAU
8683,2020-02-14,Saudi Arabia,"0,0%",SAU
8684,2020-02-15,Saudi Arabia,"0,0%",SAU
8685,2020-02-16,Saudi Arabia,"0,0%",SAU
8686,2020-02-17,Saudi Arabia,"0,0%",SAU
8687,2020-02-18,Saudi Arabia,"0,0%",SAU
8688,2020-02-19,Saudi Arabia,"0,0%",SAU
8689,2020-02-20,Saudi Arabia,"0,0%",SAU
8690,2020-02-21,Saudi Arabia,"0,0%",SAU
8691,2020-02-22,Saudi Arabia,"0,0%",SAU
8692,2020-02-23,Saudi Arabia,"0,0%",SAU
8693,2020-02-24,Saudi Arabia,"-0,8%",SAU
8694,2020-02-25,Saudi Arabia,"-1,6%",SAU
8695,2020-02-26,Saudi Arabia,"-2,4%",SAU
8696,2020-02-27,Saudi Arabia,"-3,2%",SAU
8697,2020-02-28,Saudi Arabia,"-4,0%",SAU
8698,2020-02-29,Saudi Arabia,"-4,8%",SAU
8699,2020-01-03,Saudi Arabia,"-5,5%",SAU
8700,2020-02-03,Saudi Arabia,"-5,5%",SAU
8701,2020-03-03,Saudi Arabia,"-5,5%",SAU
8702,2020-04-03,Saudi Arabia,"-5,5%",SAU
8703,2020-05-03,Saudi Arabia,"-5,5%",SAU
8704,2020-06-03,Saudi Arabia,"-5,5%",SAU
8705,2020-07-03,Saudi Arabia,"-5,5%",SAU
8706,2020-08-03,Saudi Arabia,"-5,5%",SAU
8707,2020-09-03,Saudi Arabia,"-5,5%",SAU
8708,2020-10-03,Saudi Arabia,"-5,5%",SAU
8709,2020-11-03,Saudi Arabia,"-7,2%",SAU
8710,2020-12-03,Saudi Arabia,"-8,8%",SAU
8711,2020-03-13,Saudi Arabia,"-10,4%",SAU
8712,2020-03-14,Saudi Arabia,"-12,0%",SAU
8713,2020-03-15,Saudi Arabia,"-13,6%",SAU
8714,2020-03-16,Saudi Arabia,"-15,2%",SAU
8715,2020-03-17,Saudi Arabia,"-16,8%",SAU
8716,2020-03-18,Saudi Arabia,"-16,8%",SAU
8717,2020-03-19,Saudi Arabia,"-16,8%",SAU
8718,2020-03-20,Saudi Arabia,"-16,8%",SAU
8719,2020-03-21,Saudi Arabia,"-16,8%",SAU
8720,2020-03-22,Saudi Arabia,"-16,8%",SAU
8721,2020-03-23,Saudi Arabia,"-16,8%",SAU
8722,2020-03-24,Saudi Arabia,"-16,8%",SAU
8723,2020-03-25,Saudi Arabia,"-16,8%",SAU
8724,2020-03-26,Saudi Arabia,"-16,8%",SAU
8725,2020-03-27,Saudi Arabia,"-16,8%",SAU
8726,2020-03-28,Saudi Arabia,"-16,8%",SAU
8727,2020-03-29,Saudi Arabia,"-16,8%",SAU
8728,2020-03-30,Saudi Arabia,"-16,8%",SAU
8729,2020-03-31,Saudi Arabia,"-16,8%",SAU
8730,2020-01-04,Saudi Arabia,"-16,8%",SAU
8731,2020-02-04,Saudi Arabia,"-16,8%",SAU
8732,2020-03-04,Saudi Arabia,"-18,5%",SAU
8733,2020-04-04,Saudi Arabia,"-20,3%",SAU
8734,2020-05-04,Saudi Arabia,"-22,0%",SAU
8735,2020-06-04,Saudi Arabia,"-23,7%",SAU
8736,2020-07-04,Saudi Arabia,"-25,4%",SAU
8737,2020-08-04,Saudi Arabia,"-27,2%",SAU
8738,2020-09-04,Saudi Arabia,"-28,9%",SAU
8739,2020-10-04,Saudi Arabia,"-28,9%",SAU
8740,2020-11-04,Saudi Arabia,"-28,9%",SAU
8741,2020-12-04,Saudi Arabia,"-28,9%",SAU
8742,2020-04-13,Saudi Arabia,"-28,9%",SAU
8743,2020-04-14,Saudi Arabia,"-28,9%",SAU
8744,2020-04-15,Saudi Arabia,"-28,9%",SAU
8745,2020-04-16,Saudi Arabia,"-28,9%",SAU
8746,2020-04-17,Saudi Arabia,"-28,9%",SAU
8747,2020-04-18,Saudi Arabia,"-28,9%",SAU
8748,2020-04-19,Saudi Arabia,"-28,9%",SAU
8749,2020-04-20,Saudi Arabia,"-28,9%",SAU
8750,2020-04-21,Saudi Arabia,"-28,9%",SAU
8751,2020-04-22,Saudi Arabia,"-28,9%",SAU
8752,2020-04-23,Saudi Arabia,"-28,9%",SAU
8753,2020-04-24,Saudi Arabia,"-28,9%",SAU
8754,2020-04-25,Saudi Arabia,"-28,9%",SAU
8755,2020-04-26,Saudi Arabia,"-27,2%",SAU
8756,2020-04-27,Saudi Arabia,"-25,4%",SAU
8757,2020-04-28,Saudi Arabia,"-23,7%",SAU
8758,2020-04-29,Saudi Arabia,"-22,0%",SAU
8759,2020-04-30,Saudi Arabia,"-20,3%",SAU
8760,2020-01-05,Saudi Arabia,"-18,5%",SAU
8761,2020-02-05,Saudi Arabia,"-16,8%",SAU
8762,2020-03-05,Saudi Arabia,"-16,8%",SAU
8763,2020-04-05,Saudi Arabia,"-16,8%",SAU
8764,2020-05-05,Saudi Arabia,"-16,8%",SAU
8765,2020-06-05,Saudi Arabia,"-16,8%",SAU
8766,2020-07-05,Saudi Arabia,"-16,8%",SAU
8767,2020-08-05,Saudi Arabia,"-16,8%",SAU
8768,2020-09-05,Saudi Arabia,"-16,8%",SAU
8769,2020-10-05,Saudi Arabia,"-15,2%",SAU
8770,2020-11-05,Saudi Arabia,"-13,6%",SAU
8771,2020-12-05,Saudi Arabia,"-12,0%",SAU
8772,2020-05-13,Saudi Arabia,"-10,4%",SAU
8773,2020-05-14,Saudi Arabia,"-8,8%",SAU
8774,2020-05-15,Saudi Arabia,"-7,2%",SAU
8775,2020-05-16,Saudi Arabia,"-5,5%",SAU
8776,2020-05-17,Saudi Arabia,"-5,5%",SAU
8777,2020-05-18,Saudi Arabia,"-5,5%",SAU
8778,2020-05-19,Saudi Arabia,"-5,5%",SAU
8779,2020-05-20,Saudi Arabia,"-8,9%",SAU
8780,2020-05-21,Saudi Arabia,"-12,2%",SAU
8781,2020-05-22,Saudi Arabia,"-15,6%",SAU
8782,2020-05-23,Saudi Arabia,"-18,9%",SAU
8783,2020-05-24,Saudi Arabia,"-22,2%",SAU
8784,2020-05-25,Saudi Arabia,"-23,8%",SAU
8785,2020-05-26,Saudi Arabia,"-25,4%",SAU
8786,2020-05-27,Saudi Arabia,"-23,7%",SAU
8787,2020-05-28,Saudi Arabia,"-22,0%",SAU
8788,2020-05-29,Saudi Arabia,"-20,3%",SAU
8789,2020-05-30,Saudi Arabia,"-18,5%",SAU
8790,2020-05-31,Saudi Arabia,"-16,8%",SAU
8791,2020-01-06,Saudi Arabia,"-16,8%",SAU
8792,2020-02-06,Saudi Arabia,"-16,8%",SAU
8793,2020-03-06,Saudi Arabia,"-16,8%",SAU
8794,2020-04-06,Saudi Arabia,"-16,8%",SAU
8795,2020-05-06,Saudi Arabia,"-16,8%",SAU
8796,2020-06-06,Saudi Arabia,"-16,8%",SAU
8797,2020-07-06,Saudi Arabia,"-16,8%",SAU
8798,2020-08-06,Saudi Arabia,"-16,8%",SAU
8799,2020-09-06,Saudi Arabia,"-16,8%",SAU
8800,2020-10-06,Saudi Arabia,"-16,8%",SAU
8801,2020-11-06,Saudi Arabia,"-16,8%",SAU
8802,2020-01-01,Slovakia,"0,0%",SVK
8803,2020-02-01,Slovakia,"0,0%",SVK
8804,2020-03-01,Slovakia,"0,0%",SVK
8805,2020-04-01,Slovakia,"0,0%",SVK
8806,2020-05-01,Slovakia,"0,0%",SVK
8807,2020-06-01,Slovakia,"0,0%",SVK
8808,2020-07-01,Slovakia,"0,0%",SVK
8809,2020-08-01,Slovakia,"0,0%",SVK
8810,2020-09-01,Slovakia,"0,0%",SVK
8811,2020-10-01,Slovakia,"0,0%",SVK
8812,2020-11-01,Slovakia,"0,0%",SVK
8813,2020-12-01,Slovakia,"0,0%",SVK
8814,2020-01-13,Slovakia,"0,0%",SVK
8815,2020-01-14,Slovakia,"0,0%",SVK
8816,2020-01-15,Slovakia,"0,0%",SVK
8817,2020-01-16,Slovakia,"0,0%",SVK
8818,2020-01-17,Slovakia,"0,0%",SVK
8819,2020-01-18,Slovakia,"0,0%",SVK
8820,2020-01-19,Slovakia,"0,0%",SVK
8821,2020-01-20,Slovakia,"0,0%",SVK
8822,2020-01-21,Slovakia,"0,0%",SVK
8823,2020-01-22,Slovakia,"0,0%",SVK
8824,2020-01-23,Slovakia,"0,0%",SVK
8825,2020-01-24,Slovakia,"0,0%",SVK
8826,2020-01-25,Slovakia,"0,0%",SVK
8827,2020-01-26,Slovakia,"0,0%",SVK
8828,2020-01-27,Slovakia,"0,0%",SVK
8829,2020-01-28,Slovakia,"0,0%",SVK
8830,2020-01-29,Slovakia,"0,0%",SVK
8831,2020-01-30,Slovakia,"0,0%",SVK
8832,2020-01-31,Slovakia,"0,0%",SVK
8833,2020-01-02,Slovakia,"0,0%",SVK
8834,2020-02-02,Slovakia,"0,0%",SVK
8835,2020-03-02,Slovakia,"0,0%",SVK
8836,2020-04-02,Slovakia,"0,0%",SVK
8837,2020-05-02,Slovakia,"0,0%",SVK
8838,2020-06-02,Slovakia,"0,0%",SVK
8839,2020-07-02,Slovakia,"0,0%",SVK
8840,2020-08-02,Slovakia,"0,0%",SVK
8841,2020-09-02,Slovakia,"0,0%",SVK
8842,2020-10-02,Slovakia,"0,0%",SVK
8843,2020-11-02,Slovakia,"0,0%",SVK
8844,2020-12-02,Slovakia,"0,0%",SVK
8845,2020-02-13,Slovakia,"0,0%",SVK
8846,2020-02-14,Slovakia,"0,0%",SVK
8847,2020-02-15,Slovakia,"0,0%",SVK
8848,2020-02-16,Slovakia,"0,0%",SVK
8849,2020-02-17,Slovakia,"0,0%",SVK
8850,2020-02-18,Slovakia,"0,0%",SVK
8851,2020-02-19,Slovakia,"0,0%",SVK
8852,2020-02-20,Slovakia,"0,0%",SVK
8853,2020-02-21,Slovakia,"0,0%",SVK
8854,2020-02-22,Slovakia,"0,0%",SVK
8855,2020-02-23,Slovakia,"0,0%",SVK
8856,2020-02-24,Slovakia,"0,0%",SVK
8857,2020-02-25,Slovakia,"0,0%",SVK
8858,2020-02-26,Slovakia,"0,0%",SVK
8859,2020-02-27,Slovakia,"0,0%",SVK
8860,2020-02-28,Slovakia,"0,0%",SVK
8861,2020-02-29,Slovakia,"0,0%",SVK
8862,2020-01-03,Slovakia,"0,0%",SVK
8863,2020-02-03,Slovakia,"0,0%",SVK
8864,2020-03-03,Slovakia,"0,0%",SVK
8865,2020-04-03,Slovakia,"0,0%",SVK
8866,2020-05-03,Slovakia,"0,0%",SVK
8867,2020-06-03,Slovakia,"0,0%",SVK
8868,2020-07-03,Slovakia,"0,0%",SVK
8869,2020-08-03,Slovakia,"0,0%",SVK
8870,2020-09-03,Slovakia,"0,0%",SVK
8871,2020-10-03,Slovakia,"-2,4%",SVK
8872,2020-11-03,Slovakia,"-4,8%",SVK
8873,2020-12-03,Slovakia,"-7,2%",SVK
8874,2020-03-13,Slovakia,"-11,2%",SVK
8875,2020-03-14,Slovakia,"-15,2%",SVK
8876,2020-03-15,Slovakia,"-19,2%",SVK
8877,2020-03-16,Slovakia,"-23,2%",SVK
8878,2020-03-17,Slovakia,"-24,8%",SVK
8879,2020-03-18,Slovakia,"-26,5%",SVK
8880,2020-03-19,Slovakia,"-28,1%",SVK
8881,2020-03-20,Slovakia,"-28,1%",SVK
8882,2020-03-21,Slovakia,"-28,1%",SVK
8883,2020-03-22,Slovakia,"-28,1%",SVK
8884,2020-03-23,Slovakia,"-28,1%",SVK
8885,2020-03-24,Slovakia,"-28,1%",SVK
8886,2020-03-25,Slovakia,"-28,1%",SVK
8887,2020-03-26,Slovakia,"-28,1%",SVK
8888,2020-03-27,Slovakia,"-28,1%",SVK
8889,2020-03-28,Slovakia,"-28,1%",SVK
8890,2020-03-29,Slovakia,"-28,1%",SVK
8891,2020-03-30,Slovakia,"-28,1%",SVK
8892,2020-03-31,Slovakia,"-28,1%",SVK
8893,2020-01-04,Slovakia,"-28,1%",SVK
8894,2020-02-04,Slovakia,"-28,1%",SVK
8895,2020-03-04,Slovakia,"-28,1%",SVK
8896,2020-04-04,Slovakia,"-28,1%",SVK
8897,2020-05-04,Slovakia,"-28,1%",SVK
8898,2020-06-04,Slovakia,"-28,1%",SVK
8899,2020-07-04,Slovakia,"-28,1%",SVK
8900,2020-08-04,Slovakia,"-28,1%",SVK
8901,2020-09-04,Slovakia,"-28,1%",SVK
8902,2020-10-04,Slovakia,"-28,1%",SVK
8903,2020-11-04,Slovakia,"-28,1%",SVK
8904,2020-12-04,Slovakia,"-28,1%",SVK
8905,2020-04-13,Slovakia,"-28,1%",SVK
8906,2020-04-14,Slovakia,"-28,1%",SVK
8907,2020-04-15,Slovakia,"-28,1%",SVK
8908,2020-04-16,Slovakia,"-28,1%",SVK
8909,2020-04-17,Slovakia,"-28,1%",SVK
8910,2020-04-18,Slovakia,"-28,1%",SVK
8911,2020-04-19,Slovakia,"-26,5%",SVK
8912,2020-04-20,Slovakia,"-24,8%",SVK
8913,2020-04-21,Slovakia,"-23,2%",SVK
8914,2020-04-22,Slovakia,"-21,6%",SVK
8915,2020-04-23,Slovakia,"-19,9%",SVK
8916,2020-04-24,Slovakia,"-18,3%",SVK
8917,2020-04-25,Slovakia,"-16,7%",SVK
8918,2020-04-26,Slovakia,"-16,7%",SVK
8919,2020-04-27,Slovakia,"-16,7%",SVK
8920,2020-04-28,Slovakia,"-16,7%",SVK
8921,2020-04-29,Slovakia,"-16,7%",SVK
8922,2020-04-30,Slovakia,"-16,7%",SVK
8923,2020-01-05,Slovakia,"-16,7%",SVK
8924,2020-02-05,Slovakia,"-16,7%",SVK
8925,2020-03-05,Slovakia,"-16,7%",SVK
8926,2020-04-05,Slovakia,"-16,7%",SVK
8927,2020-05-05,Slovakia,"-16,7%",SVK
8928,2020-06-05,Slovakia,"-16,7%",SVK
8929,2020-07-05,Slovakia,"-16,7%",SVK
8930,2020-08-05,Slovakia,"-15,1%",SVK
8931,2020-09-05,Slovakia,"-13,5%",SVK
8932,2020-10-05,Slovakia,"-11,8%",SVK
8933,2020-11-05,Slovakia,"-10,2%",SVK
8934,2020-12-05,Slovakia,"-8,6%",SVK
8935,2020-05-13,Slovakia,"-7,0%",SVK
8936,2020-05-14,Slovakia,"-5,4%",SVK
8937,2020-05-15,Slovakia,"-5,4%",SVK
8938,2020-05-16,Slovakia,"-5,4%",SVK
8939,2020-05-17,Slovakia,"-5,4%",SVK
8940,2020-05-18,Slovakia,"-5,4%",SVK
8941,2020-05-19,Slovakia,"-5,4%",SVK
8942,2020-05-20,Slovakia,"-5,4%",SVK
8943,2020-05-21,Slovakia,"-5,4%",SVK
8944,2020-05-22,Slovakia,"-5,4%",SVK
8945,2020-05-23,Slovakia,"-5,4%",SVK
8946,2020-05-24,Slovakia,"-5,4%",SVK
8947,2020-05-25,Slovakia,"-5,4%",SVK
8948,2020-05-26,Slovakia,"-5,4%",SVK
8949,2020-05-27,Slovakia,"-5,4%",SVK
8950,2020-05-28,Slovakia,"-5,4%",SVK
8951,2020-05-29,Slovakia,"-5,4%",SVK
8952,2020-05-30,Slovakia,"-5,4%",SVK
8953,2020-05-31,Slovakia,"-5,4%",SVK
8954,2020-01-06,Slovakia,"-5,4%",SVK
8955,2020-02-06,Slovakia,"-5,4%",SVK
8956,2020-03-06,Slovakia,"-5,4%",SVK
8957,2020-04-06,Slovakia,"-5,4%",SVK
8958,2020-05-06,Slovakia,"-5,4%",SVK
8959,2020-06-06,Slovakia,"-5,4%",SVK
8960,2020-07-06,Slovakia,"-5,4%",SVK
8961,2020-08-06,Slovakia,"-5,4%",SVK
8962,2020-09-06,Slovakia,"-5,4%",SVK
8963,2020-10-06,Slovakia,"-5,4%",SVK
8964,2020-11-06,Slovakia,"-5,4%",SVK
8965,2020-01-01,Slovenia,"0,0%",SVN
8966,2020-02-01,Slovenia,"0,0%",SVN
8967,2020-03-01,Slovenia,"0,0%",SVN
8968,2020-04-01,Slovenia,"0,0%",SVN
8969,2020-05-01,Slovenia,"0,0%",SVN
8970,2020-06-01,Slovenia,"0,0%",SVN
8971,2020-07-01,Slovenia,"0,0%",SVN
8972,2020-08-01,Slovenia,"0,0%",SVN
8973,2020-09-01,Slovenia,"0,0%",SVN
8974,2020-10-01,Slovenia,"0,0%",SVN
8975,2020-11-01,Slovenia,"0,0%",SVN
8976,2020-12-01,Slovenia,"0,0%",SVN
8977,2020-01-13,Slovenia,"0,0%",SVN
8978,2020-01-14,Slovenia,"0,0%",SVN
8979,2020-01-15,Slovenia,"0,0%",SVN
8980,2020-01-16,Slovenia,"0,0%",SVN
8981,2020-01-17,Slovenia,"0,0%",SVN
8982,2020-01-18,Slovenia,"0,0%",SVN
8983,2020-01-19,Slovenia,"0,0%",SVN
